Date,AEP Adjusted,DFSVX Adjusted,DFLVX Adjusted,FSAGX Adjusted,GS1 (rf in percent),GS1 (rf),AEP Annual,DFSVX Annual,DFLVX Annual,FSAGX Annual,AEP Excess,DFSVX Excess,DFLVX Excess,FSAGX Excess,AEP Annual RoR,DFSVX Annual ROR,DFLVX Annual RoR,FSAGX Annual RoR,AEP excess return,DFSVX excess return,DFLVX excess return,FSAGX excess return
01-12-2020,75.528412,28.610481,34.056847,27.726536,0.1,0.10%,-9.01%,3.02%,1.49%,22.53%,-16.06%,-4.03%,-5.56%,15.48%,-0.09,0.03,0.015,0.225,-0.141,-0.021,-0.036,0.174
01-01-2021,73.38784,30.615753,34.300545,27.388788,0.1,0.10%,-19.83%,15.95%,3.98%,20.17%,-26.88%,8.90%,-3.07%,13.12%,-0.198,0.16,0.04,0.202,-0.249,0.109,-0.011,0.151
01-02-2021,67.891235,34.337467,36.943253,24.342335,0.07,0.07%,-13.40%,45.77%,25.23%,16.94%,-20.45%,38.72%,18.18%,9.89%,-0.134,0.458,0.252,0.169,-0.185,0.407,0.201,0.119
01-03-2021,77.533989,36.602501,39.084755,25.269941,0.08,0.08%,9.62%,112.31%,67.16%,37.40%,2.57%,105.26%,60.11%,30.35%,0.096,1.123,0.672,0.374,0.045,1.072,0.621,0.323
01-04-2021,81.204712,37.510414,40.735168,27.154446,0.06,0.06%,10.49%,87.32%,52.89%,7.06%,3.44%,80.27%,45.84%,0.01%,0.105,0.873,0.529,0.071,0.054,0.822,0.478,0.02
01-05-2021,78.724007,39.239975,42.098194,31.25544,0.05,0.05%,4.42%,90.54%,52.17%,16.39%,-2.63%,83.49%,45.12%,9.34%,0.044,0.905,0.522,0.164,-0.007,0.854,0.471,0.113
01-06-2021,78.089058,38.050381,41.110226,27.466904,0.07,0.07%,9.89%,80.42%,50.84%,-3.99%,2.84%,73.37%,43.79%,-11.04%,0.099,0.804,0.508,-0.04,0.048,0.753,0.458,-0.091
01-07-2021,81.347771,37.349838,41.190918,28.238281,0.08,0.08%,4.94%,71.16%,45.56%,-14.59%,-2.11%,64.11%,38.51%,-21.64%,0.049,0.712,0.456,-0.146,-0.002,0.661,0.405,-0.197
01-08-2021,82.686333,38.170246,42.081982,26.441654,0.07,0.07%,17.56%,65.68%,42.40%,-19.15%,10.51%,58.63%,35.35%,-26.20%,0.176,0.657,0.424,-0.191,0.125,0.606,0.373,-0.242
01-09-2021,75.567039,37.738903,40.492764,23.815063,0.08,0.08%,2.77%,73.34%,41.15%,-21.89%,-4.28%,66.29%,34.10%,-28.94%,0.028,0.733,0.412,-0.219,-0.023,0.683,0.361,-0.27
01-10-2021,78.852974,39.303978,42.364182,25.455462,0.11,0.11%,-2.54%,73.00%,48.68%,-13.47%,-9.59%,65.95%,41.63%,-20.52%,-0.025,0.73,0.487,-0.135,-0.076,0.679,0.436,-0.186
01-11-2021,75.446045,38.39624,41.26609,25.240648,0.18,0.18%,-1.21%,43.36%,25.07%,-7.56%,-8.26%,36.31%,18.02%,-14.61%,-0.012,0.434,0.251,-0.076,-0.063,0.383,0.2,-0.126
01-12-2021,83.595596,36.877701,42.502594,25.387114,0.3,0.30%,10.68%,28.90%,24.80%,-8.44%,3.63%,21.85%,17.75%,-15.49%,0.107,0.289,0.248,-0.084,0.056,0.238,0.197,-0.135
01-01-2022,84.939217,39.403049,43.070072,24.066828,0.55,0.55%,15.74%,28.70%,25.57%,-12.13%,8.69%,21.65%,18.52%,-19.18%,0.157,0.287,0.256,-0.121,0.107,0.236,0.205,-0.172
01-02-2022,85.174118,40.205864,42.851295,26.946112,1,1.00%,25.46%,17.09%,15.99%,10.70%,18.41%,10.04%,8.94%,3.65%,0.255,0.171,0.16,0.107,0.204,0.12,0.109,0.056
01-03-2022,94.560898,40.485909,43.46957,29.964394,1.34,1.34%,21.96%,10.61%,11.22%,18.58%,14.91%,3.56%,4.17%,11.53%,0.22,0.106,0.112,0.186,0.169,0.055,0.061,0.135
01-04-2022,93.935364,38.21867,41.144001,27.144682,1.89,1.89%,15.68%,1.89%,1.00%,-0.04%,8.63%,-5.16%,-6.05%,-7.09%,0.157,0.019,0.01,0,0.106,-0.032,-0.041,-0.051
01-05-2022,96.702911,39.714508,42.949482,24.768732,2.06,2.06%,22.84%,1.21%,2.02%,-20.75%,15.79%,-5.84%,-5.03%,-27.80%,0.228,0.012,0.02,-0.208,0.177,-0.039,-0.031,-0.258
01-06-2022,91.648254,35.320477,38.144417,21.284386,2.65,2.65%,17.36%,-7.17%,-7.21%,-22.51%,10.31%,-14.22%,-14.26%,-29.56%,0.174,-0.072,-0.072,-0.225,0.123,-0.123,-0.123,-0.276
01-07-2022,94.151039,38.942249,40.772015,20.318724,3.02,3.02%,15.74%,4.26%,-1.02%,-28.05%,8.69%,-2.79%,-8.07%,-35.10%,0.157,0.043,-0.01,-0.28,0.106,-0.008,-0.061,-0.331
01-08-2022,95.71769,38.098331,39.619179,18.666147,3.28,3.28%,15.76%,-0.19%,-5.85%,-29.41%,8.71%,-7.24%,-12.90%,-36.46%,0.158,-0.002,-0.059,-0.294,0.107,-0.053,-0.109,-0.345
01-09-2022,83.231453,34.356949,35.968525,18.63628,3.89,3.89%,10.14%,-8.96%,-11.17%,-21.75%,3.09%,-16.01%,-18.22%,-28.80%,0.101,-0.09,-0.112,-0.217,0.051,-0.141,-0.163,-0.268
01-10-2022,84.646729,39.563213,40.867973,18.656193,4.43,4.43%,7.35%,0.66%,-3.53%,-26.71%,0.30%,-6.39%,-10.58%,-33.76%,0.073,0.007,-0.035,-0.267,0.023,-0.044,-0.086,-0.318
01-11-2022,93.196129,41.587997,43.265148,22.090763,4.73,4.73%,23.53%,8.31%,4.84%,-12.48%,16.48%,1.26%,-2.21%,-19.53%,0.235,0.083,0.048,-0.125,0.184,0.032,-0.002,-0.176
01-12-2022,92.273109,37.00164,40.114025,22.339645,4.68,4.68%,10.38%,0.34%,-5.62%,-12.00%,3.33%,-6.71%,-12.67%,-19.05%,0.104,0.003,-0.056,-0.12,0.053,-0.048,-0.107,-0.171
01-01-2023,91.311028,42.509148,43.804382,24.878241,4.69,4.69%,7.50%,7.88%,1.70%,3.37%,0.45%,0.83%,-5.35%,-3.68%,0.075,0.079,0.017,0.034,0.024,0.028,-0.034,-0.017
01-02-2023,85.489899,42.110748,42.253086,21.782148,4.93,4.93%,0.37%,4.74%,-1.40%,-19.16%,-6.68%,-2.31%,-8.45%,-26.21%,0.004,0.047,-0.014,-0.192,-0.047,-0.004,-0.065,-0.243
01-03-2023,89.244331,38.953438,41.228825,24.928019,4.68,4.68%,-5.62%,-3.79%,-5.15%,-16.81%,-12.67%,-10.84%,-12.20%,-23.86%,-0.056,-0.038,-0.052,-0.168,-0.107,-0.089,-0.102,-0.219
01-04-2023,90.646889,38.389999,41.919998,25.296362,4.68,4.68%,-3.50%,0.45%,1.89%,-6.81%,-10.55%,-6.60%,-5.16%,-13.86%,-0.035,0.004,0.019,-0.068,-0.086,-0.046,-0.032,-0.119
01-05-2023,81.525322,37.029999,39.93,23.01,4.91,4.91%,-15.70%,-6.76%,-7.03%,-7.10%,-22.75%,-13.81%,-14.08%,-14.15%,-0.157,-0.068,-0.07,-0.071,-0.208,-0.118,-0.121,-0.122
01-06-2023,83.335281,40.689999,42.540001,22.34,5.24,5.24%,-9.07%,15.20%,11.52%,4.96%,-16.12%,8.15%,4.47%,-2.09%,-0.091,0.152,0.115,0.05,-0.142,0.101,0.064,-0.001
01-07-2023,83.869736,43.470001,44.369999,23.27,5.37,5.37%,-10.92%,11.63%,8.82%,14.52%,-17.97%,4.58%,1.77%,7.47%,-0.109,0.116,0.088,0.145,-0.16,0.065,0.037,0.094
01-08-2023,77.594849,42.139999,43.16,21.940001,5.37,5.37%,-18.93%,10.61%,8.94%,17.54%,-25.98%,3.56%,1.89%,10.49%,-0.189,0.106,0.089,0.175,-0.24,0.055,0.038,0.124
01-09-2023,75.220001,40.18,41.720001,19.92,5.44,5.44%,-9.63%,16.95%,15.99%,6.89%,-16.68%,9.90%,8.94%,-0.16%,-0.096,0.169,0.16,0.069,-0.147,0.119,0.109,0.018
